"family","method","n_trees","nsim","obs_mean","obs_lo","obs_hi","exp_mean","exp_lo","exp_hi","no_overlap","obs_greater"
"Herpestidae","pertree",1000,100,0.0541888827187064,0,0.24,0.105662297932439,0.102704856413219,0.109294478414962,FALSE,FALSE
