"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Glyphonycteris sylvestris",0,"XY","Glyphonycteris sylvestris","Glyphonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1896",1896,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8.91,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Glyphonycteris sylvestris","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",622,-63.68814736,-0.708096097,0,0.708096097,"This work",0,0,0,0.006430868,0.993569132,0,0,0,247.8604286,2299.552548,715.9910991,51.4564564,249.6821268,1738.354582,23.28181344,0.002311531,0.030643441,0.034695638,0.034091695,NA
"Hsunycteris cadenai",0,"XY","Hsunycteris cadenai","Hsunycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","WOODMAN & TIMM 2006",2006,"Mammals",0,56,"HBL",0,"Velazco, Soto-Centeno, and Fleck, 2017, Am. Mus. Novit., 3881:1-28",10.9,1,"Phylogenetic Multiple Imputation",0.0027,0.9998,1,"Phylogenetic Multiple Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla cadenai","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",6,-78.73453398,1.152920856,0,1.152920856,"This work",0,0,0,0,1,0,0,0,225.4913161,3910.49121,268.5712762,27.33366241,682.8126242,564.6811303,63.73934123,0.002373496,0.038635948,0.082163985,0.000971986,NA
"Hsunycteris pattoni",0,"XY","Hsunycteris pattoni","Hsunycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","WOODMAN & TIMM 2006",2006,"Mammals",0,59,"HBL",0,"Velazco, Soto-Centeno, and Fleck, 2017, Am. Mus. Novit., 3881:1-28",15,0,"Velazco, Soto-Centeno, and Fleck, 2017, Am. Mus. Novit., 3881:1-28",0,1,0,"Santos, Lopes, Rabelo, and Giannini, 2019, Acta Chiropterol., 21:425-442",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla pattoni","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",7,-69.05266,-12.5407633,0,12.5407633,"This work",0,0,0,0,1,0,0,0,210.5490165,2129.92392,1125.340865,51.80270094,1084.788393,978.5455996,6.739922928,0.000271905,0.009670512,0.034575404,0.003538754,NA
"Hsunycteris thomasi",0,"XY","Hsunycteris thomasi","Hsunycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","J. A. ALLEN 1904",1904,"Mammals",0,56,"HBL",0,"Velazco, Soto-Centeno, and Fleck, 2017, Am. Mus. Novit., 3881:1-28",9,0,"Velazco, Soto-Centeno, and Fleck, 2017, Am. Mus. Novit., 3881:1-28",0.002,0.9998,1,"Phylogenetic Multiple Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Da Silva, Vieira, Oliveira, Mendes, Peixoto, Oprea, and Aguiar, 2022, Mammalia, 86:27-36",1,0,0,1,0,"Da Silva, Vieira, Oliveira, Mendes, Peixoto, Oprea, and Aguiar, 2022, Mammalia, 86:27-36","","LC","IUCN 2023. The IUCN Red List of Threatened Species. Version 2022-2",307,-65.85920041,-0.638781285,0,0.638781285,"This work",0,0,0,0,1,0,0,0,248.3004187,2579.699539,507.8584996,40.9242803,198.2312741,2451.938257,2.922823959,0.000314633,0.004373005,0.00560434,0.01321214,NA
"Hylonycteris underwoodi",0,"XY","Hylonycteris underwoodi","Hylonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1903",1903,"Mammals",0,60,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",9,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Hylonycteris underwoodi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",36,-91.29669269,16.26326667,0,16.26326667,"This work",0,0,0,0,1,0,0,0,228.2679281,2473.294234,1096.20477,60.59299682,594.4728267,342.3686106,84.99861784,0.009018258,0.114850743,0.107733401,0.00010165,NA
"Lampronycteris brachyotis",0,"XY","Lampronycteris brachyotis","Lampronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DOBSON 1879",1879,"Mammals",0,62,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",11,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lampronycteris brachyotis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",406,-59.91938564,1.128134483,0,1.128134483,"This work",0,0,0,0,1,0,0,0,252.2919477,2251.936323,709.6125486,53.72463802,197.9285439,1723.996985,16.19805195,0.001444789,0.024003151,0.025399612,0.037507193,NA
"Leptonycteris curasoae",0,"XY","Leptonycteris curasoae","Leptonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MILLER 1900",1900,"Mammals",0,86,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",25.27,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Leptonycteris curasoae","VU","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",98,-70.55558984,8.016464865,0,8.016464865,"This work",0,0,0,0,1,0,0,0,243.3446791,1707.09754,665.3498251,60.01858791,526.6088445,350.1913671,79.30349824,0.004545798,0.049593674,0.201336189,0.133368835,NA
"Leptonycteris nivalis",0,"XY","Leptonycteris nivalis","Leptonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SAUSSURE 1860",1860,"Mammals",0,83,"HBL",0,"Schmidly and Bradley, 2016. The Mammals of Texas. University of Texas Press, Texas, 737 p.",24,0,"Schmidly and Bradley, 2016. The Mammals of Texas. University of Texas Press, Texas, 737 p.",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Leptonycteris nivalis","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",111,-100.4166434,21.53249758,0,21.53249758,"This work",0,0,0,0.45045045,0.54954955,0,0,0,202.2224229,858.4673467,2882.279575,86.1104419,1288.208036,215.262929,102.2496531,0.009338677,0.104227245,0.10310875,0.183173005,NA
"Leptonycteris yerbabuenae",0,"XY","Leptonycteris yerbabuenae","Leptonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MARTÍNEZ & VILLA RAMÍREZ 1940",1940,"Mammals",0,93,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",30,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Leptonycteris yerbabuenae","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",171,-102.04133,22.50651992,0,22.50651992,"This work",0,0,0,0.485380117,0.514619883,0,0,0,205.5881279,932.4107758,3330.223852,89.49265752,1018.511128,252.6449293,94.99048651,0.008756209,0.110438079,0.08848024,0.107399577,NA
"Lichonycteris obscura",0,"XY","Lichonycteris obscura","Lichonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1895",1895,"Mammals",0,55,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",6.5,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lichonycteris obscura","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",778,-65.78292321,-1.00477366,0,1.00477366,"This work",0,0,0,0,1,0,0,0,246.0343072,2331.246493,660.6562211,50.01085987,290.4116675,1654.856184,20.05145893,0.001598957,0.028695086,0.050267035,0.041453386,NA
"Lionycteris spurrelli",0,"XY","Lionycteris spurrelli","Lionycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1913",1913,"Mammals",0,60,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8.85,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lionycteris spurrelli","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",663,-64.47480926,-1.597473855,0,1.597473855,"This work",0,0,0,0,1,0,0,0,243.8583751,2300.168633,592.15433,49.82572922,359.5578097,1692.517047,15.75978445,0.001079991,0.02134697,0.044410614,0.032348655,NA
"Lonchophylla bokermanni",0,"XY","Lonchophylla bokermanni","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SAZIMA, VIZOTTO, & TADDEI 1978",1978,"Mammals",1,67,"",1,"Phylogenetic Multiple Imputation",18,1,"Phylogenetic Multiple Imputation",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla bokermanni","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",3,-43.25380238,-19.67795465,0,19.67795465,"This work",0,0,0,0,1,0,0,0,212.79004,1370.78697,1824.464697,85.82881782,860.0257221,157.6492186,68.76848699,0.00871163,0.104276923,0.24391236,0.054138257,NA
"Lonchophylla chocoana",0,"XY","Lonchophylla chocoana","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DÁVALOS 2004",2004,"Mammals",0,73.99,"",1,"Phylogenetic Multiple Imputation",21,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0.003,0.9991,1,"Phylogenetic Multiple Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla chocoana","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,-78.33198326,1.099087035,0,1.099087035,"This work",0,0,0,0,1,0,0,0,229.5094488,3589.487616,289.2974946,28.21739442,544.3814236,540.6919407,16.93962833,0.000491169,0.032377943,0.043449429,0.00160088,NA
"Lonchophylla concava",0,"XY","Lonchophylla concava","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GOLDMAN 1914",1914,"Mammals",0,65,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",7.4,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla concava","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",43,-79.09710418,-0.708620001,0,0.708620001,"This work",0,0,0,0,1,0,0,0,212.9610299,2092.787014,456.0767881,59.78388197,848.9919927,443.2754622,93.01377657,0.008281156,0.091551522,0.153563291,0.001873004,NA
"Lonchophylla dekeyseri",0,"XY","Lonchophylla dekeyseri","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","TADDEI, VIZOTTO, & SAZIMA 1983",1983,"Mammals",1,61,"",1,"Phylogenetic Multiple Imputation",11.2,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla dekeyseri","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",7,-47.40112357,-14.56459662,0,14.56459662,"This work",0,0,0,0,1,0,0,0,234.9300388,1448.032778,1022.733512,82.48420409,776.8753605,261.3167672,5.658880789,0.000626747,0.082732317,0.036281147,0.434262296,NA
"Lonchophylla fornicata",0,"XY","Lonchophylla fornicata","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","WOODMAN 2007",2007,"Mammals",1,68,"",1,"Phylogenetic Multiple Imputation",17.7,1,"Phylogenetic Multiple Imputation",0.0029,0.9988,1,"Phylogenetic Multiple Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla fornicata","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",9,-77.81493117,2.235421291,0,2.235421291,"This work",0,0,0,0,1,0,0,0,232.7597439,5158.995345,263.4956103,24.10971471,522.073373,622.0619982,33.393875,0.001088156,0.022841234,0.074817617,0.000490612,NA
"Lonchophylla handleyi",0,"XY","Lonchophylla handleyi","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","HILL 1980",1980,"Mammals",0,71,"",1,"Phylogenetic Multiple Imputation",18.5,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla handleyi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",19,-77.29662049,-5.232933773,0,5.232933773,"This work",0,0,0,0,1,0,0,0,217.3982332,2039.204264,583.336111,22.36221237,918.839343,1423.746829,12.19324861,0.000875756,0.035853446,0.014434185,0.000491412,NA
"Lonchophylla hesperia",0,"XY","Lonchophylla hesperia","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","G. M. ALLEN 1908",1908,"Mammals",0,58,"",1,"Phylogenetic Multiple Imputation",9.8,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla hesperia","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",45,-77.50537631,-7.656704611,0,7.656704611,"This work",0,0,0,0,1,0,0,0,184.5532496,1274.339267,665.0129829,67.87302475,1459.067146,841.2710707,60.42947657,0.002437607,0.051444845,0.078647037,0.030461227,NA
"Lonchophylla inexpectata",0,"XY","Lonchophylla inexpectata","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MORATELLI & DIAS 2015",2015,"Mammals",1,67,"",1,"Phylogenetic Multiple Imputation",17.7,1,"Phylogenetic Multiple Imputation",0.0044,0.9994,1,"Phylogenetic Multiple Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,1,"Taxonomic Imputation","","","",1,-41.55,-12.69991062,0,12.69991062,"This work",0,0,0,0,1,0,0,0,214.3537263,848.7224932,1375.908401,64.38577236,912.4221206,286.1689024,13.06600498,0.001578966,0.060317496,0.134499297,0.052365436,NA
"Lonchophylla mordax",0,"XY","Lonchophylla mordax","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1903",1903,"Mammals",0,65,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",21.56,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla mordax","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",6,-37.92258733,-10.79491026,0,10.79491026,"This work",0,0,0,0,1,0,0,0,252.9276032,939.84497,1379.05053,45.57443754,206.2580962,109.3378766,98.46664884,0.013537916,0.176731089,0.300183708,0.040071426,NA
"Lonchophylla orcesi",0,"XY","Lonchophylla orcesi","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","ALBUJA & GARDNER 2005",2005,"Mammals",1,73.58,"",1,"Phylogenetic Multiple Imputation",22,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0.0032,0.9989,1,"Phylogenetic Multiple Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla orcesi","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-78.633,0.577767656,0,0.577767656,"This work",0,0,0,0,1,0,0,0,152.2733107,1685.161318,239.5173672,42.62252334,2122.417194,517.691275,224.3954776,0.026456995,0.086734889,0.191863674,0.009767753,NA
"Lonchophylla orienticollina",0,"XY","Lonchophylla orienticollina","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DÁVALOS & CORTHALS 2008",2008,"Mammals",0,68,"",1,"Phylogenetic Multiple Imputation",17.2,1,"Phylogenetic Multiple Imputation",0.0032,0.9993,1,"Phylogenetic Multiple Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla orienticollina","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",6,-77.9,-2.933316954,0,2.933316954,"This work",0,0,0,0,1,0,0,0,208.539548,1860.598036,499.8195301,41.53004903,1156.813629,485.36097,37.70978697,0.003330934,0.061552804,0.14835808,0.00029195,NA
"Lonchophylla peracchii",0,"XY","Lonchophylla peracchii","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DIAS, ESBÉRARD, & MORATELLI 2013",2013,"Mammals",1,68,"",1,"Phylogenetic Multiple Imputation",17.67,1,"Phylogenetic Multiple Imputation",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla peracchii","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",7,-43.99135664,-22.90024518,0,22.90024518,"This work",0,0,0,0,1,0,0,0,222.6398314,1501.083967,2000.129862,53.18125372,284.0706894,106.4130653,918.3758317,0.046565341,0.085334552,0.130086812,0.001827298,NA
"Lonchophylla robusta",0,"XY","Lonchophylla robusta","Lonchophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MILLER 1912",1912,"Mammals",0,78,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",17.2,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lonchophylla robusta","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",144,-75.71436932,5.149733927,0,5.149733927,"This work",0,0,0,0,1,0,0,0,224.0651474,2425.099085,457.1893155,46.03446601,781.54888,495.3483793,77.5307802,0.004704547,0.056741384,0.194139341,0.030603365,NA
