"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Chodsigoa salenskii",0,"XY","Chodsigoa salenskii","Chodsigoa","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","KASTSCHENKO 1907",1907,"Mammals",1,78,"HBL",0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",5.5,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Chodsigoa salenskii","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,104.4733656,32.41578111,0,32.41578111,"This work",0,0,0,0,0,0,1,0,98.55900773,783.2857387,6955.125838,88.16639203,1828.911985,1176.616044,147.7417727,0.005002455,0.092269338,0.08077326,0.000231798,NA
"Chodsigoa smithii",0,"XY","Chodsigoa smithii","Chodsigoa","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1911",1911,"Mammals",1,96,"HBL",0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",18.76,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Chodsigoa smithii","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",17,109.0886362,33.15792356,0,33.15792356,"This work",0,0,0,0,0,0,1,0,106.5853297,922.0256127,7292.518146,76.43232226,1649.610282,635.1878418,229.2103666,0.009416477,0.10637885,0.088072828,0.00504974,NA
"Chodsigoa sodalis",0,"XY","Chodsigoa sodalis","Chodsigoa","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1913",1913,"Mammals",0,71,"HBL",0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",5.6,0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Chodsigoa sodalis","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",6,121.1257544,23.78443993,1,23.78443993,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,1,0,0,0,0,0,173.9082196,2433.243388,4086.684504,61.08043703,681.5685691,357.2607961,426.2806252,0.018182378,0.047021576,0.079652584,0,NA
"Congosorex phillipsorum",0,"XY","Congosorex phillipsorum","Congosorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","STANLEY, ROGERS, & HUTTERER 2005",2005,"Mammals",0,76,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",8.3,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",1,0,1,0,0,0,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Congosorex phillipsorum","CR","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,36.25854191,-7.463865506,0,7.463865506,"This work",1,0,0,0,0,0,0,0,215.3389807,1211.138292,1590.354201,91.50909091,869.0908058,479.7747934,15.67179342,5.40769e-05,0.108976798,0.119616868,0.054974448,NA
"Congosorex polli",0,"XY","Congosorex polli","Congosorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HEIM DE BALSAC & LAMOTTE 1956",1956,"Mammals",1,60,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",7.4,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Congosorex polli","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,22.64145928,-6.565785841,0,6.565785841,"This work",1,0,0,0,0,0,0,0,224.4502066,1613.402617,813.8420799,59.44242424,805.7634642,230.522865,59.8186744,0.00239129,0.03409876,0.146452681,0,NA
"Congosorex verheyeni",0,"XY","Congosorex verheyeni","Congosorex","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HUTTERER, BARRIERE, & COLYN 2002",2002,"Mammals",1,95,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",12,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0.6598,0.9958,1,"Phylogenetic Multiple Imputation",0.5,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Congosorex verheyeni","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",22,16.25440444,2.059402019,0,2.059402019,"This work",1,0,0,0,0,0,0,0,237.7719439,1592.859731,700.8442322,41.46988406,449.5389839,1384.973798,6.361343106,0.000424083,0.009714087,0.007540436,0.000464953,NA
"Crocidura abscondita",0,"XY","Crocidura abscondita","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","ESSELSYTN, ACHMADI, & MAHARADATUNKAMSI 2014",2014,"Mammals",0,73.5,"HBL",0,"Demos, Achmadi, Handika, Maharadatunkamsi, Rowe, and Esselstyn, 2017, J. Mammal., 98:183-193",7.5,0,"Esselstyn, Achmadi, and Maharadatunkamsi, 2014, J. Mammal., 95:216-224",0,1,1,"Taxonomic Imputation",1,0,1,0,0,0,1,"Taxonomic Imputation",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Esselstyn, Achmadi, and Maharadatunkamsi, 2014, J. Mammal., 95:216-224",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura absconditus","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,106.984,-6.761951293,1,6.761951293,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,1,0,0,0,0,0,242.5867747,3131.367386,317.7655044,39.7895607,466.8844931,134.869759,1041.454533,0.04193009,0.356751176,0.093741482,0,NA
"Crocidura aleksandrisi",0,"XY","Crocidura aleksandrisi","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","VESMANIS 1977",1977,"Mammals",0,65,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",6.5,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura aleksandrisi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",10,21.52985696,32.05705211,0,32.05705211,"This work",0,0,0,0,0,0,1,0,196.202566,227.6904091,5228.436379,105.5859881,161.5375293,156.1601105,82.22550037,0.002623398,0.076253505,0,0.219581439,NA
"Crocidura allex",0,"XY","Crocidura allex","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","OSGOOD 1910",1910,"Mammals",1,64,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",8,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura allex","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",6,35.67095317,-3.061742097,0,3.061742097,"This work",1,0,0,0,0,0,0,0,194.2279185,868.9790999,1080.698743,71.44279539,1720.678384,442.4741125,206.325628,0.005408263,0.101666495,0.189874719,0.005715987,NA
"Crocidura andamanensis",0,"XY","Crocidura andamanensis","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MILLER 1902",1902,"Mammals",1,97,"",1,"Phylogenetic Multiple Imputation",22.8,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura andamanensis","CR","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,92.76121887,11.79900495,1,11.79900495,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,1,0,0,0,0,0,271.2464764,3064.836359,593.8452511,72.0349836,9.899989071,336.7121432,337.8038155,0.000234359,0.003085979,0.000767364,0,NA
"Crocidura annamitensis",0,"XY","Crocidura annamitensis","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","JENKINS, LUNDE, & MONCRIEFF 2009",2009,"Mammals",1,58,"HBL",0,"Francis, 2019. Field Guide to the Mammals of Southeast Asia. Bloomsbury, London, 416 p.",5.68,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,1,0,0,0,0,"Francis, 2019. Field Guide to the Mammals of Southeast Asia. Bloomsbury, London, 416 p.",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura annamitensis","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,105.220278,18.3645973,0,18.3645973,"This work",0,0,1,0,0,0,0,0,234.288967,2213.037515,3498.910758,81.24793704,270.3789352,358.6667954,347.8591675,0.008234992,0.203687649,0.008035288,0,NA
"Crocidura ansellorum",0,"XY","Crocidura ansellorum","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HUTTERER & DIPPENAAR 1987",1987,"Mammals",1,58,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",5,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura ansellorum","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",3,24.20981568,-11.21603523,0,11.21603523,"This work",1,0,0,0,0,0,0,0,204.1196115,1354.712517,1692.474838,94.17127331,1317.402602,650.1637747,6.623987193,9.81895e-05,0.004996526,0.037200039,0.016773742,NA
"Crocidura arabica",0,"XY","Crocidura arabica","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HUTTERER & HARRISON 1988",1988,"Mammals",1,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",13.7,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"Hutterer and Harrison, 1988, Bonn. Zool. Beier., 39:59-72",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura arabica","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",6,54.53229842,17.09625067,0,17.09625067,"This work",0.833333333,0,0,0,0,0,0.166666667,0,245.7394379,128.5811769,3054.709827,85.94302155,421.3923705,335.7111304,168.414842,0.005946369,0.018577686,0,0.184226042,NA
"Crocidura arispa",0,"XY","Crocidura arispa","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","SPITZENBERGER 1971",1971,"Mammals",1,78,"",1,"Phylogenetic Multiple Imputation",9,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura arispa","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,30.17119949,36.54863001,0,36.54863001,"This work",0,0,0,0,0,0,1,0,133.7060597,680.5339526,7613.497664,73.50955983,782.7168369,183.3786193,144.5204802,0.006593098,0.124178358,0.018349417,0.001903237,NA
"Crocidura armenica",0,"XY","Crocidura armenica","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","GUREEV 1963",1963,"Mammals",1,76.2,"",1,"Phylogenetic Multiple Imputation",8,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura armenica","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",3,45.72998298,39.14204058,0,39.14204058,"This work",0,0,0,0,0,0,1,0,89.89532366,487.6413113,8519.05003,46.5811223,1418.409629,236.3299343,38.53142307,0.002175805,0.101310014,0.102814288,0.108946584,NA
"Crocidura attenuata",0,"XY","Crocidura attenuata","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MILNE-EDWARDS 1872",1872,"Mammals",0,89,"HBL",0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",12,0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura attenuata","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",548,105.5191438,22.68858215,0,22.68858215,"This work",0,0,0.682481752,0,0,0,0.313868613,0,194.3783927,1639.508599,4757.356354,74.87362448,755.5881609,375.8187608,234.6764669,0.007236456,0.166187055,0.067247075,0.004212375,NA
"Crocidura attila",0,"XY","Crocidura attila","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","DOLLMAN 1815",1815,"Mammals",0,90,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",5,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura attila","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",99,18.05269588,4.898014526,0,4.898014526,"This work",1,0,0,0,0,0,0,0,234.803034,1702.850146,1101.330841,63.42358861,688.7394036,476.2135779,35.28050749,0.001363389,0.059736749,0.041968088,0.008379282,NA
"Crocidura baileyi",0,"XY","Crocidura baileyi","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","OSGOOD 1936",1936,"Mammals",0,93,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",23.5,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura baileyi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",11,37.69125595,10.79285416,0,10.79285416,"This work",1,0,0,0,0,0,0,0,183.787186,1183.168943,1550.201761,109.8290156,2035.432459,529.1868889,183.9768237,0.001803637,0.340161412,0.175960716,0.017959757,NA
"Crocidura baluensis",0,"XY","Crocidura baluensis","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","THOMAS 1898",1898,"Mammals",1,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",16.9,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura baluensis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",3,115.4105892,3.417472085,1,3.417472085,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,1,0,0,0,0,0,221.4370738,2576.106741,346.5854087,15.18349193,849.2854659,3201.359768,44.80961186,0.003438826,0.034781576,0.000268431,8.03582e-06,NA
"Crocidura batakorum",0,"XY","Crocidura batakorum","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HUTTERER 2007",2007,"Mammals",0,76,"",1,"Phylogenetic Multiple Imputation",9.414988051,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,1,0,0,0,1,"Taxonomic Imputation",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura batakorum","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,118.6527468,9.74442457,0,9.74442457,"This work",0,0,1,0,0,0,0,0,266.7374969,1598.931783,481.4470631,56.69771387,41.57090933,380.9516266,121.4166929,0.001585169,0.033741098,0.003468343,0,NA
"Crocidura batesi",0,"XY","Crocidura batesi","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","DOLLMAN 1915",1915,"Mammals",0,99,"HBL",0,"Goodman, Hutterer and Ngnegueu, 2001, Mammal. Biol., 66:22-34",15.5,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura batesi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",54,12.93999567,0.678411739,0,0.678411739,"This work",1,0,0,0,0,0,0,0,235.056087,1787.709887,680.2036728,55.55407368,441.718874,1046.032015,10.03164992,0.000491393,0.018833759,0.026134548,0.016926758,NA
