"i" "asc1" "desc1" "asc2" "desc2" "tran12" "tran21" "p"
"58" 58 0.0257433969600689 0.138836930195252 0.238590767284159 2.89438990021612 4.92202196663528 7.61665906252364 -36.2487773815833
"59" 59 0.328432637595811 0.12249093059983 0.31281632078132 3.35630780199328 3.92937004198831 4.49638176654337 -35.8078856351103
"60" 60 0.148230458982357 7.81030968298466e-05 0.104694263388843 0.48240355261199 5.96331156795009 3.8182066179268 -36.006272407244
"61" 61 0.249976560822668 0.826542359876714 0.125512404850789 0.933215297377828 4.7330350377738 6.14459203691703 -35.2780502138086
"62" 62 0.202869530689829 0.380993406620404 0.188655482078721 0.59713415731627 2.16844138210018 3.06222012320557 -33.0746436047696
"63" 63 0.234336865514966 1.73492407744942 0.174869313759564 0.519900581791322 3.87237060941783 4.76868924818309 -34.6328070333229
"64" 64 1.02565282460494 1.80740041855759 0.293256049071404 7.44051637464995 1.64243107822544 3.65974996911047 -38.3346658181507
"65" 65 0.863237798719886 2.12999445984673 0.47608581422977 0.672269331692629 1.60149155450077 1.29779458347056 -35.6004021294788
"66" 66 0.808083605959473 2.51193370138268 0.157170970727862 1.13305920963092 1.45460581866113 2.12349370842303 -34.920109565155
"67" 67 1.51131919867933 3.2202029968853 0.398601512447474 5.1384889909872 1.67561487385299 1.56990576754858 -36.88217679842
"68" 68 1.37077557188984 0.57300102773799 0.189370622759659 9.29139984920922 1.23785542428944 0.82709950859279 -35.2415690569434
"69" 69 0.935190519659505 0.513542974204715 2.07323380789384 6.25564114513083 0.859063950164942 0.665954453477336 -37.067116249792
"70" 70 1.5102695454669 3.91458322826911 1.78883682523201 6.32685813062047 0.664342399918474 0.884849922085655 -38.314974253278
"71" 71 1.76206877415636 3.68864992137995 1.70911501072591 7.89417848855138 0.356337745614784 0.941223283021889 -38.813495486069
"72" 72 2.11209471307871 4.75842724367166 2.26197854497026 5.19132926195411 1.235419004882 1.05642115940854 -40.1284240283744
"73" 73 3.41483108498865 8.68978245331862 1.77924446440755 6.28563213828034 1.15936812461054 1.95906178198173 -42.5638006146667
"74" 74 3.59399022529072 4.57424262953815 0.483761787493276 1.92378883258738 2.09226921594225 2.22528698406581 -39.9960946585147
"75" 75 3.00129377313923 4.90986638218991 0.575725148334876 1.96464189627325 1.72692157582236 2.94811577750067 -39.4940393801523
"76" 76 1.97434069506662 1.87614596110147 0.0667160692347969 7.84783956132405 3.17423902534464 3.01947036328038 -38.0860084357516
"77" 77 3.09146894964754 0.448508555178825 0.444524218417124 7.83677033345192 2.8861311669983 1.1889002824528 -39.0865903957535
"78" 78 2.6799807422938 3.32621649569235 0.696156363672561 3.24079379751255 2.58855270937971 0.858137221263283 -40.247182825777
"79" 79 2.79976956197266 0.466878475388442 0.796345235211701 11.30659318094 1.83835822034688 2.06107596479102 -39.6224540158608
"80" 80 1.49895148992147 0.297252961385132 0.213706512334153 10.6721831236786 2.39500679633627 1.19856279455702 -37.9731771231863
"81" 81 1.97851188685154 3.61761631469087 0.0394033276453586 3.61083984719664 1.63070750580555 2.85363448356259 -36.6241764111606
"82" 82 2.51711052368927 3.39842036845816 0.254176757615023 11.596256988133 1.85038528391706 3.83737292392683 -40.9011916049404
"83" 83 1.96648658094951 3.56815685467998 0.118552908259509 10.3562169385317 1.97421613678531 2.71126004765101 -39.4692861633922
"84" 84 3.65127843207918 5.39092038669541 1.23102265733084 3.90027757078102 3.62244199945353 2.31868043640874 -42.2199128639774
"85" 85 1.1484651883032 0.0134966798438471 1.20756694800153 4.54920756557823 3.74893454713961 2.93378989850423 -38.7218551546741
"86" 86 1.01772161784241 0.0303832818753122 0.107055638231093 4.09150445977985 3.11120957151678 2.54445653645961 -35.0436779588065
"87" 87 1.84984513391202 1.16111031724683 0.440635732829664 8.11191141591151 1.45600948641583 1.03583480759764 -35.9380527057292
"88" 88 1.4797263536465 0.57911897937923 0.199532431201775 3.18747433126338 1.09007788967917 1.25617411468991 -34.6690946551893
"89" 89 1.3260899952224 1.12309408480588 0.855576666054906 11.9442529696671 0.893804695867774 0.622579490645044 -37.0357801475658
"90" 90 1.13180946416767 1.04463793452655 1.49666951478737 5.85945816270263 0.765088515583229 0.66118691740869 -35.688435050777
"91" 91 0.547340598719481 0.476620241352663 1.29039363114633 7.55458217584663 0.661885373823838 0.987822490392168 -34.5985863633827
"92" 92 0.353552659972803 0.0705558751044566 0.600898215270272 7.16162340142281 0.606155197484648 1.11447028177203 -32.9317410417592
"93" 93 0.391558109928448 0.199461901391734 0.617907454001486 6.76716796071442 0.606640268152469 0.987318203021853 -32.6368945357561
"94" 94 0.131606935654832 0.138685789903353 0.4220604543034 2.42433561996938 1.29486885696792 3.72614792677283 -34.2806181983497
"95" 95 0.031476893176588 0.418179822002471 0.0641581605991404 2.11090779530325 2.80314209256321 5.50866315541532 -33.4862130136103
"96" 96 0.0209523161576275 0.419776044672171 0.159778656300441 1.34911883001139 2.75318785930106 5.96197830703749 -34.2175649999607
"97" 97 0.105868281421468 0.439511992193671 0.0638942130333223 2.84666024080153 1.74681327394807 1.90049583018543 -32.2311812400459
"98" 98 0.517835701140671 0.665253089699995 0.386914584824676 1.51624889825624 1.70053915880908 1.84578848132381 -33.5243218882941
"99" 99 0.675822307887762 0.826333682535804 0.0780187681482552 1.59143662019263 1.21664195939746 1.05909185451091 -31.6614212046122
"100" 100 0.0390811399239235 0.612730720920229 0.0463853421424175 1.46800349412455 0.52399510821485 0.744149732347666 -28.8358482993788
"101" 101 0.00924248581299834 0.377619955785957 0.0221685496678461 6.95465434098466 0.230373188186317 0.433443121702038 -28.5205512639494
"102" 102 0.193593428874076 0.275862845433314 0.262643010150181 8.72845947809851 0.427351831232501 0.19221354035494 -31.4702578505153
"103" 103 0.0904344041345757 0.0666247486025518 0.638066615056686 4.98844032026955 0.228575535285215 0.312774775051624 -29.7156543520424
"104" 104 0.162547516132255 0.14203248324437 0.696639355896298 5.03686560897592 0.196156992275906 0.145376496495102 -29.3708775193991
"105" 105 0.0616860907896846 0.552081304515533 0.557405689093715 5.61984170511861 0.147122076507668 0.0565620942867369 -27.0549232021626
"106" 106 0.0960650083856524 0.42540589529753 2.02821197002068 15.7403114089319 0.134677250110869 0.00345965324624819 -32.3258929186762
"107" 107 0.288494259313572 0.581494186304633 3.08754366910526 19.9660917763829 0.0714539000299856 0.0113534678829353 -35.5173436363987
"108" 108 0.165591706875938 0.588909314185403 1.99553016161229 16.0602112204793 0.166705812693822 0.0384984963977895 -33.3099902395789
"109" 109 0.304381736142685 0.936812870715714 0.0577692756477295 3.67302562629611 0.228218611925036 0.0138884803734111 -27.0585631909109
"110" 110 0.658777964644934 1.1541432029944 0.46604044556611 4.51640397577998 0.182046937675368 0.1002678161076 -29.4412809286187
"111" 111 0.0376040090151155 0.817399990905629 1.71071895686958 7.0405168995746 0.0754602060579804 0.0555735338326175 -30.2418546270839
"112" 112 0.350706105010291 0.849082377701834 1.53600261465594 10.2076902506449 0.158779246079374 0.0845631994396766 -31.7182875715523
"113" 113 0.420766248855703 0.707662787516505 1.19755682003999 10.7020332668696 0.272274672860518 0.271831341720319 -33.4420487201303
"114" 114 0.0122534970804094 0.441223183649147 0.761883460700026 1.36422823747714 0.124830974689979 0.093846733619786 -29.737827117422
"115" 115 0.153562340077246 0.673209211711839 0.566379205298828 10.3015641169118 0.138693209412421 0.0943071854559687 -29.6774474519974
"116" 116 0.491963054285233 1.04800439969517 1.9930194052699 5.49131638739797 0.090660406031587 0.0945352587681436 -31.8552229362476
"117" 117 0.211743228539782 0.761577154765879 1.69171800260928 4.3271166592609 0.133041471882875 0.0470492158841198 -29.965025385247
"118" 118 0.127005253136668 0.910404839225892 0.165629952185883 2.97178478500479 0.170173062307191 0.00529521454400904 -25.6620446682063
"119" 119 0.202354345283421 0.840047764578652 0.14797009013302 4.71942856438555 0.143230205667724 0.0107096681649595 -25.7222077183839
"120" 120 0.761495155634925 1.38951327922001 0.322871512104033 3.79575603283459 0.130058437682824 0.0202671802796925 -27.6595156140734
"121" 121 0.470440026243272 1.06376158472171 0.238306692423513 3.1412124780346 0.0772088661382194 0.00789747850333535 -25.8058165188694
"122" 122 0.138897121827887 0.0808423513623336 0.0558617636936973 1.53315136951675 0.0778241336432939 0.271356830396578 -27.3738003497775
"123" 123 0.233853299950781 0.0423405482509454 0.149327888519917 0.335344407406576 0.253360649409717 0.454015234301281 -31.4317407525073
"124" 124 0.0738329440170916 0.06304975769101 0.0851746205831654 6.70353606119929 0.322371303571255 0.483636614859037 -28.8509468445267
"125" 125 0.252368263600117 0.275171867330441 0.407101303991541 3.91135445551233 0.378313591255058 0.350081706051999 -29.4678617126717
"126" 126 0.280737638245855 0.084747697932227 0.514711268058949 3.4939447717781 0.131017000996826 0.05626918035452 -28.0367252478326
"127" 127 0.0902668811095766 0.933956561294553 0.584494017851784 1.87114424388828 0.00303691651079708 0.0794358062486002 -27.4168053926799
"128" 128 0.155375680889512 0.0340443411906691 0.10952511254748 4.73510798718707 0.03457349746027 0.0672556089319552 -26.2009544999252
"129" 129 0.192314450534236 0.620944063440321 0.305030824693908 3.21386271383117 0.199930578659536 0.147096234521393 -27.5863972934439
"130" 130 0.0577140509760512 0.595040416682237 0.369243581139843 5.97547099701047 0.19989427364278 0.0516465698055437 -27.4321065009806
"131" 131 0.46214196232563 0.655896568927193 0.362245578732508 3.35868612023096 0.209995640838445 0.0506508789933517 -28.3296800278066
"132" 132 0.516004879887661 0.661000448756746 0.117579048501347 0.786640610598892 0.0615488557324371 0.153935364905207 -27.5719494191552
"133" 133 0.144921511079071 0.993108006472765 0.0155602805792947 1.42638378981235 0.148772478160532 0.184960243655872 -27.3248295445702
"134" 134 0.172384575294961 0.863422591051282 0.0755706494498018 0.504719405379672 0.0797592931609736 0.140761188800325 -28.518279539505
"135" 135 1.18778843651618 3.13579269029138 0.0350309067825795 2.05860534409774 0.0424229616933035 0.0769519965881972 -28.673428071278
"136" 136 1.73192852312375 3.89087050528272 0.296742037225438 4.85873584144299 0.146569991759108 0.325870076570905 -33.9096769999554
"137" 137 3.18541476477383 5.06283445887625 0.260944393455397 4.07991871156914 0.296190992450412 0.331473465842857 -34.5111060194039
"138" 138 2.864676890872 3.20264382337837 0.119992181966028 5.61986254450097 0.209185954302665 0.269845739487159 -34.1731101494627
"139" 139 1.27512595495189 0.532051030641887 0.11794192068308 2.27023685670239 0.290516032107979 0.232210266238764 -32.4475800228038
"140" 140 1.97224642484566 2.13491031567366 0.0913956035954101 3.77131354084305 0.167550801553352 0.160442328500515 -31.6373356435794
"141" 141 1.95036271089274 2.86541434066775 0.325496251198861 1.38605201319183 0.196122257205356 0.0268269620370842 -31.3215884616655
"142" 142 1.53968471124085 3.12306172129685 0.392291181922799 7.88108433573263 0.038646160053902 0.0164516720541557 -31.5633011122276
"143" 143 2.14598921641755 2.58295399887296 0.0339633029515785 9.94630764672745 0.108169256949515 0.253643542705683 -34.9163423220104
"144" 144 1.31516557414164 3.70870236832338 0.847751672388254 10.1638348781741 0.189256469088022 0.0311446344956797 -35.157576611583
"145" 145 1.5988901415363 1.77380089170525 2.18993645903719 8.80628841865606 0.126353068912581 0.113860907083429 -35.7515810598797
"146" 146 1.15666436751801 2.58099948474532 2.07797812699001 8.6985886573785 0.0235713001261754 0.035531265922858 -33.7908471627892
"147" 147 1.30901091798943 2.08459017860298 1.15190466802267 5.84517488870981 0.0433350034302943 0.0538684091848832 -31.1159655654008
"148" 148 1.64709933686436 1.89988524220216 0.787204024490496 5.32058797846219 0.188753916128151 0.0347215431313901 -32.4616131912482
"149" 149 1.86106627258657 4.66526254310922 0.778496612228409 3.43891442892601 0.111721781844212 0.0144674741188961 -32.0342262142478
"150" 150 3.63557417406922 5.9869517174521 0.419148849998628 5.84764859302162 0.0852460366740759 0.0995095831408958 -33.6081659216565
"151" 151 2.48495040876904 2.5327915758758 1.0124425558145 4.72075868846829 0.0248723508675919 0.0548172857541126 -33.2313815979158
"152" 152 1.75513289003744 4.0097850003861 0.30825277438461 7.27446740150959 0.00792490109205206 0.0718961321175722 -31.3411791097264
"153" 153 2.66919928151307 6.24100968635303 0.0567589732171726 1.6792829072323 0.0170134329776395 0.100312749531976 -30.3533519987599
"154" 154 2.93070580251531 3.47927518134885 0.0587822148072101 1.71891787191124 0.0107355381295636 0.233424570758721 -32.2168613076805
"155" 155 1.11229681092738 3.51029392964966 0.410077307983205 3.00877760778504 0.205511854494354 0.102748230159061 -33.0059270355949
"156" 156 2.04390026844147 3.79127644291939 0.0338134387179961 2.11519937562257 0.271751091683374 0.452253079972864 -32.6589356232874
"157" 157 1.96747927242806 2.94826721705544 0.0314385610571541 1.68051992296003 0.48387496142791 0.901082860742517 -33.8036434273617
"158" 158 2.16148286245811 2.84463567293816 0.402760507339767 8.01738496033443 0.881898939115217 1.41016415301918 -36.3888186037712
"159" 159 2.47694432056523 2.08402393306791 0.125250354845358 6.80140830257639 1.05215855152268 0.861270918083101 -35.2861335519413
"160" 160 1.43191427409484 1.598015897256 0.127953446563547 6.59626747372276 1.13424686139679 1.71837620826052 -34.7957372196627
"161" 161 0.878292215673127 1.22194885622058 0.308045874717848 7.77533878646933 0.558755469884826 1.43603248887915 -35.1833993098707
"162" 162 0.784170608066873 1.24386420215402 0.279320075290104 2.38231083898144 0.958582488309445 1.88896706519286 -33.715364302445
"163" 163 0.340174817776226 1.16523088362677 0.13235502993997 0.0175973616551365 1.29307840277041 3.26363349561521 -33.8481091089436
"164" 164 0.0501912545718577 0.875406521176575 0.410401410563184 2.25925299513424 1.95754448119813 2.41762223572295 -33.7094184901513
"165" 165 0.476633535826026 0.70943811024485 0.461761156946953 2.28270434091246 1.65457558159311 2.51396288963165 -33.8005728488174
"166" 166 0.214499614634443 0.698210427149993 0.00179074886185061 2.11676306186765 1.21011491208778 1.96694027316136 -31.055786811426
"167" 167 0.367965130157461 0.889066742185142 0.0244072223456581 0.90276703699011 0.721807019814407 0.596709222399255 -30.2129563189116
"168" 168 0.471455057866531 1.68846795018126 0.184419614640147 0.618280703008154 0.435736352333673 0.675915066061371 -32.0952928869072
"169" 169 0.0323330384586249 2.00503861039229 0.555827741247801 0.120133965295605 0.260851094289651 1.02269244585722 -34.7082027428849
"170" 170 0.0853228012427582 0.851268918499565 0.401126566053355 3.56073143623954 0.7512812479382 0.664907239332642 -33.2232037871414
"171" 171 1.11157297315913 1.55229873656503 0.416086736424001 2.14853148444754 0.448010280079355 0.959900819922102 -34.0265177991923
"172" 172 0.212262728556228 0.414701936077046 0.396056426297939 5.5117699983422 0.618619118594028 0.575885245082695 -31.1043923803086
"173" 173 0.202856405379365 0.397546118160873 0.347407470849416 3.41473172108713 0.638452356874488 0.392604767365392 -30.6309499873066
"174" 174 0.0509034662681134 0.10852386769014 0.156502065140073 3.38269632108878 0.547700077920739 0.58168618885964 -28.0449216993778
"175" 175 0.0578991216508657 0.176123027107303 0.0452991301255605 3.38888806366033 0.580911781743358 0.669145244033025 -27.8487863876178
"176" 176 0.197739764920056 0.560245291862604 0.112978765040815 1.09174984503353 0.831658502564235 1.27868769370787 -30.4766457649571
"177" 177 0.131758174791356 0.36762651086608 0.104011408114109 3.15642111585375 0.751718406255054 1.0572677014992 -29.5315177723407
"178" 178 0.103401236544643 0.0897236459223516 0.104866767416598 2.58508751899352 0.677400114259303 0.779311246410004 -28.4521670577868
"179" 179 0.0367904489082489 0.239665423050754 0.048165284357181 5.59280620335978 0.41400240674692 0.466319187162749 -27.9046853782139
"180" 180 0.0559472925882829 0.206128857535854 0.0405014919728947 3.11303917029517 0.478858934863091 0.791263442455145 -28.020018555958
"181" 181 0.115378565434646 0.14644696424686 0.374764133812327 4.23577667409045 0.527508087612918 1.01568150918035 -30.1880644857234
"182" 182 0.04543720405636 0.341894037766912 1.32039482539997 6.05883362475309 0.889997349375524 1.8462451855103 -34.7152226782747
"183" 183 0.0227732864865253 0.045987065833576 1.01182137276406 2.68853751108346 0.839703750233112 0.761172132423056 -32.5043635276559
"184" 184 0.0511570491559664 0.187436982644601 0.26773296134952 1.08425089961506 0.492039535221197 1.72162351557407 -33.2960443705149
"185" 185 0.0526025748819332 1.00618249046465 0.402819477569514 2.1134805167358 1.73513333740805 2.72330523661966 -33.7629356340449
"186" 186 0.264351032154376 0.424557672769387 0.128214376377945 0.833752532846043 1.98008679965595 1.43808711683639 -32.192704691856
"187" 187 0.0506939754304853 0.278959524539262 0.447034240503052 2.60869025865781 1.81990774888032 3.91052112382696 -33.2699120456117
"188" 188 0.199597961504457 0.263127208724745 0.23752288104349 3.15026774327097 2.23642998163033 3.10179610751102 -33.1495239010361
"189" 189 0.100346702334121 0.321671901315953 0.236607165380582 1.10895154482953 1.23375532906638 1.38510328107343 -31.0759830624649
"190" 190 0.178693750575603 0.603847614278842 0.0652225626843841 1.32396197221119 1.0343905658153 1.52843580560064 -30.2493191139302
"191" 191 0.236180536486637 0.295319573037564 0.0251641723384012 2.21959006768166 1.10459063162797 0.950412467899575 -29.7671986433258
"192" 192 0.349261526969254 0.327927939594441 0.0195971466765364 2.09778238918697 0.653033780526279 0.690830137562277 -29.0895132325755
"193" 193 0.224220848450817 0.435278866549798 0.253323685154639 1.84611777067652 0.42992749881497 0.784368762808316 -30.1753717301838
"194" 194 0.0315252371510935 0.0440299664315952 0.0852322199865711 6.49114274642645 0.596786268967156 0.912846414682875 -29.649169981871
"195" 195 0.0131115751241853 0.102626016813161 0.340873644386719 7.69858905031691 0.48835176364364 0.67116676664154 -29.9259382809982
"196" 196 0.10235872159754 0.576228495120996 0.309888071388447 0.163612167906618 0.470661764817747 0.779515532844796 -31.7271104731527
"197" 197 0.124521394577297 0.710738558554278 0.255579303823049 6.23111705289812 0.911445001470416 2.02264488558589 -35.3511132010095
"198" 198 0.239465982633653 0.00188403013830603 0.0805931993365502 8.54844366243108 0.393199456588506 1.17595930373305 -33.1800921344853
"199" 199 0.189993977701066 0.394857300700976 0.071436503307231 5.82928681979098 0.589487366937227 0.383633056709301 -30.4848350962226
"200" 200 0.219242918450399 0.0170325001894129 0.0548977179571314 0.43580296298376 0.663002361297177 0.620261594028037 -30.1736838464713
"201" 201 0.121880127343552 1.19837923742634 0.113978883229324 1.40921493988273 1.00775378688953 1.21434468547473 -31.5800300612685
"202" 202 0.356813032457633 0.817064511760554 0.039163002693883 0.868700388007473 1.03543029837751 1.17510012781186 -30.7053184120388
"203" 203 0.23534234067619 0.753760419702253 0.111892619999098 1.03958212725986 0.475300936479802 0.306399602859393 -29.9883531828687
"204" 204 0.522681662513694 0.485859101369879 0.1743333120451 5.28124745264467 0.0622338205484594 0.121079641111559 -28.3645631745541
"205" 205 0.556376579738639 0.675641625376909 0.131515561730756 2.45826062925208 0.132114634524188 0.034337616598277 -26.7374825753965
"206" 206 0.396378464392647 0.590469822057053 0.210063882548287 1.69731965743526 0.0703968966282308 0.01630697473048 -25.6742520218323
"207" 207 0.274009529801079 0.225486045338455 0.284744507085161 6.64016719338198 0.11574329938036 0.138933311810707 -28.8355481637359
"208" 208 0.257841407373576 0.610182749800011 0.0795439682490406 7.555699362367 0.177323881254564 0.0222355227773026 -27.6036672746294
"209" 209 0.168304034849095 0.156913334857758 0.0108331967540545 11.7776411718135 0.161896766402398 0.0236113153809272 -29.953519488185
"210" 210 0.190872890531928 0.675410295084235 0.847109865437916 7.06494908834046 0.153826005141064 0.0505558320896826 -28.3758089573705
"211" 211 0.0427125030639785 0.410001172478622 0.822870685537993 7.93856206544428 0.138208664140533 0.00662111084346297 -27.8476396608692
"212" 212 0.0319725650719581 0.964928467217474 0.10810633431124 4.94657008293469 0.134503968970074 0.0193970541378497 -26.647907887112
"213" 213 0.2220838077505 1.06087355209139 0.022707669135798 1.22378996067421 0.0801464949136514 0.0794337190274888 -26.0543610329119
"214" 214 0.439956045737779 1.10054731213907 0.262704724579959 5.17521730800949 0.0800423312171992 0.172355088419551 -29.7806748049268
"215" 215 1.42741027268058 2.20171445346311 0.380801895165401 2.2237660612883 0.153002650506325 0.0502567975691023 -29.8194571949438
"216" 216 1.15399536025014 2.37689150234352 0.382713922762165 3.92196912023609 0.157095918138046 0.112982886660564 -30.6000986340401
"217" 217 1.15184121964063 1.25957089174433 0.146092263030785 2.00344187139529 0.0636803950101 0.165834544503904 -29.0905259501818
"218" 218 1.36632844455342 0.276983401014848 0.155992563450191 4.00708089658848 0.0671067985008045 0.117499275082953 -33.8413449367733
